관광지ID,관광지명,위도,경도,주소
7023ec5dab075123d60629e9e3d08902,하양파크골프장,35.8928194,128.7921219,경북 경산시 하양읍 대조리 921-51
9735b66285b47be57b9a22ca37a86e26,남악중앙시장,34.8045054,126.4654163,전남광주통합특별시 무안군 삼향읍 남악로250번길 6
214c0dce82ec556425b83036b86929a6,반여3동 골목시장,35.1999451,129.1325081,부산 해운대구 반여동 1581
855147943adb9b7c42c501979cfb8fbc,불지사,35.2275384,128.6865881,경남 창원시 성산구 상남로 172
68dbcebf5a67f581e0f61a075f67cb63,씨네큐경주보문점,35.8395051,129.2907872,경북 경주시 보문로 465-67
07fc232e19bf41e938c493055b3f60a3,아낌없이주는나무놀이터,37.2871578,127.0281509,경기 수원시 팔달구 우만동 487
176ed806d6ee524645e8848df473641a,양포파크골프장,36.1286224,128.3856349,경북 구미시 비산동 584
e6b052bf904a73645e6d2e8dabfc2faa,에이스풋살,35.854072,127.1137258,전북특별자치도 전주시 덕진구 추천로 213
74be480d4007fbcd59449f1ced16dc26,용인시 처인구 포곡읍 미르마을,37.2710634,127.2064293,경기 용인시 처인구 포곡읍 영문로83번길 9
9d0ac67cf7ec49126b45f361d65a0a90,원당산공원,35.192946,126.8212607,전남광주통합특별시 광산구 장덕로96번길 15
ea544f33c26bfa7314d6c4a26015c2b9,월드킹춘천점,37.8628681,127.7075796,강원특별자치도 춘천시 옛경춘로 732
98d43d27b33ce5d40acea987e9c26f17,전주효자야구장,35.8268797,127.0873702,전북특별자치도 전주시 완산구 효자동3가 987-2
61374e3dc423c52bdd6481d0c1f07c84,정철희국제승마센터천안점,36.8454583,127.1575733,충남 천안시 서북구 부대3길 22
7178a05995e2986c8387e1aedcbb2350,정촌행복드림센터,35.1150087,128.0961402,경남 진주시 정촌면 연꽃로 6
61a6654f055679a9048ff7e91c568ca8,키즈다쿵2평택점,37.0001673,127.1139909,경기 평택시 비전5로 22
df4166c6c0a13b16dcae4a2facd5f54c,화천군 화천읍 왕자마을,38.1940802,127.7145624,강원특별자치도 화천군 화천읍 신읍리 산 286
08b255a5d42b89b0585260b6f2360bdd,가락바위소류지,36.8105295,127.0602474,충남 아산시 탕정면 명암리 558-2
2dbdd18d0617e00c5c6db818f44f1a48,각산비나리공원,35.8794693,128.7153102,대구 동구 각산동 1064
6aeda7d60cdcad73a5dba33cb1c6fde3,감로사,35.1632013,129.0694811,부산 부산진구 진남로 432
d0ced7699398ef0c08b1765001a606c8,광주인재평생교육진흥원,35.1600714,126.7959019,전남광주통합특별시 광산구 소촌로152번길 53-27
480985563574cff6bdcf8c680d114986,노을공원,34.80909,126.3659521,전남광주통합특별시 목포시 산정동 1110-8
6e172215d30df0ef49b06c7d1751f531,능인정사,36.7425872,127.3893808,충북 청주시 청원구 오창읍 후기길 145-86
a9781261296b79d4a126f520daea895b,단호샌드파크캠핑장,36.5557319,128.6302977,경북 안동시 남후면 풍산단호로 835-35
e3a166e03cb515a575641ec3e352fd58,대산미술관,35.3449121,128.7442223,경남 창원시 의창구 대산면 유등로369번길 14-8
960a133e5e452ad72bc27a9701c308bd,메가박스파주금촌,37.7648841,126.7746419,경기 파주시 중앙로 328
7f42f39bea686342be24cb213ea8b5e0,무주안성시장,35.8661772,127.6535248,전북특별자치도 무주군 안성면 칠연로 38
0096156c6eb3aad868c62f5ef5c2e562,무지개공원,35.2402311,128.8353256,경남 김해시 주촌면 선지리 1409
fe82114f286ca1271d2c0fd624371fe0,보령해양경찰서전용부두,36.3312021,126.5168083,충남 보령시 해안로 758
c338a795f1fa792bb2edd30bc7f006cf,분당판교아이사랑놀이터,37.3916691,127.0911228,경기 성남시 분당구 판교공원로4길 27
5e35f58af3de66cbf719b8bb9adaf803,불암사,35.2658541,129.0236425,부산 북구 효열로162번길 180-22
44feadc6943ba7790cca095fb9bb781e,삼정풋살파크,36.3643891,127.3415381,대전 유성구 한밭대로371번길 25-4
7d382477bd33e000ce443716bc83137a,석봉도자기미술관,38.1979216,128.5826568,강원특별자치도 속초시 엑스포로 156
3f512bb084158811e25ce0ba59f66765,선우상회,36.3581128,127.408853,대전 대덕구 한밭대로 993
