관광지ID,업소명,분류,맛집시도,맛집시군구,현지인순위,외지인순위,원본맛집파일,표준시도,표준시군구,표준구
0002fda9b5279ebd1e1fc4ec051e4389,그린가든,한식,전북특별자치도,무주군,16.0,23.0,무주군_현지인외지인맛집_최종.csv,전북특별자치도,무주군,
0003fb3d92a9318b27dd79f226b3701d,순천만487카페,카페/찻집,전라남도,순천시,,53.0,순천시_현지인외지인맛집_최종.csv,전라남도,순천시,
00047329a5fa4773354535e88bbe15eb,길림성인계점 [중식],외국식,경기도,수원시 팔달구,28.0,24.0,수원시+팔달구_현지인외지인맛집_최종.csv,경기도,수원시,팔달구
0005f06174e95ee965be009d7cd1afbc,앤드유서종제빵소,카페/찻집,경기도,양평군,97.0,49.0,양평군_현지인외지인맛집_최종.csv,경기도,양평군,
0009cc6fb87d78485bb8e5c2628a24d7,노벨반점[중식],외국식,전북특별자치도,전주시 완산구,,56.0,전주시+완산구_현지인외지인맛집_최종.csv,전북특별자치도,전주시,완산구
000a0892326f9f1ab49acc3975510880,고향이야기,한식,강원특별자치도,평창군,30.0,38.0,평창군_현지인외지인맛집_최종.csv,강원특별자치도,평창군,
000a0c94075d70fd383ed0443df6c9ba,토마레제면소,외국식,전북특별자치도,익산시,28.0,12.0,익산시_현지인외지인맛집_최종.csv,전북특별자치도,익산시,
0010d89adecd8b304567c877874c6d4b,불타는풍천장어,전문음식,인천광역시,검단구,76.0,71.0,검단구_현지인외지인맛집_최종.csv,인천광역시,검단구,
001597a760bdba263d057fee5a16b55d,호운[한식],한식,경기도,이천시,7.0,11.0,이천시_현지인외지인맛집_최종.csv,경기도,이천시,
001b191f1fd6cf700fd8a5645c5f9aef,함양기찬면옥,한식,경상남도,함양군,46.0,34.0,함양군_현지인외지인맛집_최종.csv,경상남도,함양군,
0030e2481857b2b09475c0a6c4e14eee,핸즈커피호산점,카페/찻집,대구광역시,달서구,57.0,57.0,달서구_현지인외지인맛집_최종.csv,대구광역시,달서구,
003324809fd0162df44ade309938476e,광육,한식,제주특별자치도,제주시,100.0,,제주시_현지인외지인맛집_최종.csv,제주특별자치도,제주시,
003e99b9270bb5f0c63c93dbf0a250b3,갯마을맛집,한식,전북특별자치도,부안군,82.0,79.0,부안군_현지인외지인맛집_최종.csv,전북특별자치도,부안군,
00407bc1fe5cd7f715e56d3e920a106d,천수제면소,한식,경상북도,칠곡군,24.0,34.0,칠곡군_현지인외지인맛집_최종.csv,경상북도,칠곡군,
00415ad25b8e95b1ffb3a019ef10bef3,강경불고기구리점,한식,경기도,구리시,98.0,100.0,구리시_현지인외지인맛집_최종.csv,경기도,구리시,
00470f98dcbb235a7e865752eb4135f5,이안테라스,카페/찻집,충청북도,청주시 청원구,17.0,18.0,청주시+청원구_현지인외지인맛집_최종.csv,충청북도,청주시,청원구
0048cd4939c248fcb7dae7eceef0d77b,대대리135,카페/찻집,경기도,고양시 덕양구,35.0,12.0,고양시+덕양구_현지인외지인맛집_최종.csv,경기도,고양시,덕양구
004b7888a99fc82c7390dc17158941c2,기와집순두부조안본점,한식,경기도,남양주시,80.0,17.0,남양주시_현지인외지인맛집_최종.csv,경기도,남양주시,
004eec71bfe3cd6b4983b09d01770e26,미락올갱이,한식,충청북도,옥천군,,92.0,옥천군_현지인외지인맛집_최종.csv,충청북도,옥천군,
0050c5f8238d9ab001123bed084634b9,푼푼,전문음식,경기도,의왕시,79.0,91.0,의왕시_현지인외지인맛집_최종.csv,경기도,의왕시,
0054a443f65b818cb51365e7d607cbdf,박현자네더덕밥,한식,강원특별자치도,횡성군,62.0,41.0,횡성군_현지인외지인맛집_최종.csv,강원특별자치도,횡성군,
00557d99625ed6f7c07a4a2e50d33634,황제장어나라금산점,전문음식,충청남도,금산군,,93.0,금산군_현지인외지인맛집_최종.csv,충청남도,금산군,
005707700751fab0c5a1488b6ca6d8a4,토담골,한식,전북특별자치도,장수군,91.0,,장수군_현지인외지인맛집_최종.csv,전북특별자치도,장수군,
00572ed84c61c2d6c652d922d2441202,산야초밥상,한식,충청북도,진천군,,96.0,진천군_현지인외지인맛집_최종.csv,충청북도,진천군,
0059033924472d8b808a125c434287de,화룡[중식],외국식,충청남도,서산시,40.0,53.0,서산시_현지인외지인맛집_최종.csv,충청남도,서산시,
005b9080e8113141c42c747b2493c74a,월남가든,한식,강원특별자치도,화천군,83.0,70.0,화천군_현지인외지인맛집_최종.csv,강원특별자치도,화천군,
005e00c791928654db007b96bf05bef7,장수돌짜장[중식],외국식,강원특별자치도,삼척시,53.0,49.0,삼척시_현지인외지인맛집_최종.csv,강원특별자치도,삼척시,
0060913603d27d7134fa630a38e2390e,숙아채콩나물국밥,한식,경기도,광주시,60.0,18.0,광주시_현지인외지인맛집_최종.csv,경기도,광주시,
0068c616653c94872b7ee248f1e6e816,포춘황토오리가마구이,전문음식,경상북도,칠곡군,50.0,29.0,칠곡군_현지인외지인맛집_최종.csv,경상북도,칠곡군,
0069d812575f64a61f58e78fc875e500,홍천뚝배기식당,한식,경상북도,김천시,81.0,,김천시_현지인외지인맛집_최종.csv,경상북도,김천시,
006bd1f5636575fa6971e9400c372181,털보왕돈까스,전문음식,충청북도,괴산군,29.0,16.0,괴산군_현지인외지인맛집_최종.csv,충청북도,괴산군,
00749702851f7306ca27e197e113501e,고메스퀘어부천소풍터미널점,전문음식,경기도,부천시 원미구,22.0,8.0,부천시+원미구_현지인외지인맛집_최종.csv,경기도,부천시,원미구
007833088246ad3124a1fbfb7699159e,선농설렁탕,한식,울산광역시,남구,55.0,51.0,남구_현지인외지인맛집_최종.csv,울산광역시,남구,
007e2a75dfd3c155bd28c223464f1aee,봉평막국수화명점,한식,부산광역시,북구,56.0,75.0,북구_현지인외지인맛집_최종.csv,부산광역시,북구,
00805612f996524ecaf468236075b042,써니스비스트로,전문음식,강원특별자치도,고성군,86.0,,고성군_현지인외지인맛집_최종.csv,강원특별자치도,고성군,
008523df073e56a3817e3b55f7cddb83,동네짬뽕대구본점 [중식],외국식,대구광역시,중구,14.0,25.0,중구_현지인외지인맛집_최종.csv,대구광역시,중구,
00901e2c042fb05b1cef2f73e61f341c,캘리캘리,전문음식,대전광역시,중구,,77.0,중구_현지인외지인맛집_최종.csv,대전광역시,중구,
00918da4383d3ea22dd37aa1853a4f17,아빠손칼국수,한식,경기도,화성시 동탄구,59.0,,화성시+동탄구_현지인외지인맛집_최종.csv,경기도,화성시,동탄구
0098cd262498519a62b7947429a8d962,오던,카페/찻집,경상북도,경산시,25.0,35.0,경산시_현지인외지인맛집_최종.csv,경상북도,경산시,
0098dd264273294e960bff8a58105116,솔가숯불갈비남원점,한식,전북특별자치도,남원시,12.0,23.0,남원시_현지인외지인맛집_최종.csv,전북특별자치도,남원시,
009aa062feac73e71fd2c3527346ac64,함평집,한식,경상남도,창원시 성산구,87.0,81.0,창원시+성산구_현지인외지인맛집_최종.csv,경상남도,창원시,성산구
009c5d39b9096a370456027ba2007fef,태평양횟집,전문음식,경상북도,상주시,93.0,,상주시_현지인외지인맛집_최종.csv,경상북도,상주시,
00a2ee5c68cf0e247c82ad6deb0cb3a2,서안메밀집부천본점,한식,경기도,부천시 원미구,91.0,93.0,부천시+원미구_현지인외지인맛집_최종.csv,경기도,부천시,원미구
00a54ce00949dde665866e139303c4b0,초원갈비,한식,전라남도,화순군,39.0,50.0,화순군_현지인외지인맛집_최종.csv,전라남도,화순군,
00a83ccffd95f0789472ac1005061c72,제주복어,전문음식,경상북도,안동시,62.0,,안동시_현지인외지인맛집_최종.csv,경상북도,안동시,
00ad5cdbfb644106680c1037c2c479fe,산골농원,한식,경기도,가평군,19.0,20.0,가평군_현지인외지인맛집_최종.csv,경기도,가평군,
00aefe715ead49327162765a6c0bbe50,자굴산상황삼계탕,한식,경상남도,의령군,37.0,40.0,의령군_현지인외지인맛집_최종.csv,경상남도,의령군,
00b3f29ddd15d87a4efb90dc03ddfc0e,남다른감자탕평리점,한식,대구광역시,서구,32.0,46.0,서구_현지인외지인맛집_최종.csv,대구광역시,서구,
00b56b7ca7d22ce9944d6149c7f8d06a,피피케이키친본점,전문음식,경기도,수원시 팔달구,96.0,90.0,수원시+팔달구_현지인외지인맛집_최종.csv,경기도,수원시,팔달구
00b6e605381808b684fc8327df798272,사운즈커피온천장래미안포레스티지점,카페/찻집,부산광역시,동래구,31.0,44.0,동래구_현지인외지인맛집_최종.csv,부산광역시,동래구,
00bb711597ca16474da61606ea427ba2,황장군성주점,한식,경상북도,성주군,30.0,33.0,성주군_현지인외지인맛집_최종.csv,경상북도,성주군,
00bdfcceb11e78ad737b3a7667694908,바르미스시샤브동성로점,전문음식,대구광역시,중구,94.0,,중구_현지인외지인맛집_최종.csv,대구광역시,중구,
00c2091799c38a52b5328a8135305660,샤브20서면점,전문음식,부산광역시,부산진구,52.0,62.0,부산진구_현지인외지인맛집_최종.csv,부산광역시,부산진구,
00c8bc9d7e2efbc28d5a8cafaf402ef9,덕평한우촌,한식,경기도,이천시,,44.0,이천시_현지인외지인맛집_최종.csv,경기도,이천시,
00cb8a48071cd88e9be8470f67e7e7f5,온달해물국,한식,경기도,평택시,61.0,43.0,평택시_현지인외지인맛집_최종.csv,경기도,평택시,
00cc4235fe145e06b0ce927e803c06f1,다금,한식,부산광역시,부산진구,59.0,54.0,부산진구_현지인외지인맛집_최종.csv,부산광역시,부산진구,
00cc93a22a33a513659a994c1ca04b1a,미노라멘,외국식,광주광역시,동구,81.0,58.0,동구_현지인외지인맛집_최종.csv,광주광역시,동구,
00d374dcdaff049caa3ceed4cc56d753,가마솥모녀국밥,한식,경기도,안산시 단원구,,93.0,안산시+단원구_현지인외지인맛집_최종.csv,경기도,안산시,단원구
00d9c1d658b05b66650ed64767b452f4,손이가어죽칼국수,한식,대전광역시,중구,10.0,12.0,중구_현지인외지인맛집_최종.csv,대전광역시,중구,
00dddf08b3abbe881e1912db8d795aa3,단골식당,한식,대구광역시,북구,,53.0,북구_현지인외지인맛집_최종.csv,대구광역시,북구,
00df88347b36f5e5c4e121cbe716fa28,벙커하우스,카페/찻집,제주특별자치도,서귀포시,63.0,,서귀포시_현지인외지인맛집_최종.csv,제주특별자치도,서귀포시,
00f05d82734e64acb5d33012b9d28f63,아도르,카페/찻집,충청북도,청주시 흥덕구,,95.0,청주시+흥덕구_현지인외지인맛집_최종.csv,충청북도,청주시,흥덕구
00ffede3db90c5c6f9768a00d6f278ec,모밀맨,한식,광주광역시,남구,63.0,50.0,남구_현지인외지인맛집_최종.csv,광주광역시,남구,
01000f68a7de236977609b98ac5fcd1d,수풀림,카페/찻집,경상북도,청송군,65.0,57.0,청송군_현지인외지인맛집_최종.csv,경상북도,청송군,
010567e6ac27fb5d1628d2f8731900de,김산기염소탕오창본점,한식,충청북도,청주시 청원구,9.0,19.0,청주시+청원구_현지인외지인맛집_최종.csv,충청북도,청주시,청원구
0106e75e589de768c53e0ebaa8e70282,어멍솥밥[한식],한식,충청북도,증평군,11.0,18.0,증평군_현지인외지인맛집_최종.csv,충청북도,증평군,
010cd741087db448e5869a4c75a626ca,호동맛집가든,전문음식,전라남도,보성군,65.0,70.0,보성군_현지인외지인맛집_최종.csv,전라남도,보성군,
010cdb67e991519c4812c75bd45002e8,고려옥,한식,충청남도,아산시,20.0,30.0,아산시_현지인외지인맛집_최종.csv,충청남도,아산시,
010d32cfd471700b264b6906cd59d06f,동강숯불장어촌,전문음식,강원특별자치도,영월군,35.0,55.0,영월군_현지인외지인맛집_최종.csv,강원특별자치도,영월군,
010d95f1fb1c59965af0c458ce462c8d,우물집청국장,한식,경상북도,안동시,,78.0,안동시_현지인외지인맛집_최종.csv,경상북도,안동시,
011f43d6ecade106ae5c3a66a032fdf1,조방왕돈까스,전문음식,부산광역시,동구,,92.0,동구_현지인외지인맛집_최종.csv,부산광역시,동구,
0122efe464e9567c6f1f78d39463c50a,원골,한식,강원특별자치도,홍천군,24.0,29.0,홍천군_현지인외지인맛집_최종.csv,강원특별자치도,홍천군,
01240dfaec73b3db65f1021de100f1a7,수풀림아쿠아카페구리갈매점,카페/찻집,경기도,구리시,96.0,45.0,구리시_현지인외지인맛집_최종.csv,경기도,구리시,
012c298b33909e78d6a6d4775f291573,함평천지민물장어,전문음식,전라남도,함평군,38.0,44.0,함평군_현지인외지인맛집_최종.csv,전라남도,함평군,
012c7097833ea6f72efe8b16091e92fe,타이페이909,카페/찻집,강원특별자치도,횡성군,66.0,82.0,횡성군_현지인외지인맛집_최종.csv,강원특별자치도,횡성군,
013461c9e8b5bae07de60e0c183b6ef4,월하당,카페/찻집,전라남도,나주시,70.0,38.0,나주시_현지인외지인맛집_최종.csv,전라남도,나주시,
0136784925db8419ceea3e2baaf01967,월류민물식당,한식,충청북도,영동군,58.0,53.0,영동군_현지인외지인맛집_최종.csv,충청북도,영동군,
013733b6bde22c001059c1db614fa660,삼정밀면,한식,경상북도,포항시 북구,100.0,82.0,포항시+북구_현지인외지인맛집_최종.csv,경상북도,포항시,북구
013d3d57c2c64e062614fd1908638a56,진성민속촌,한식,세종특별자치시,세종특별자치시,49.0,16.0,세종특별자치시_현지인외지인맛집_최종.csv,세종특별자치시,세종특별자치시,
014227c82ba215288ed36285d7f49f94,미사리밀빛초계국수본점,한식,경기도,하남시,30.0,13.0,하남시_현지인외지인맛집_최종.csv,경기도,하남시,
01448bdfdab2c8fddcdae412d42a83cf,420로드&삼랑진커피,카페/찻집,경상남도,밀양시,,97.0,밀양시_현지인외지인맛집_최종.csv,경상남도,밀양시,
0145f7ab84437d71cea46ec60471d4d4,신촌설렁탕만년점,한식,대전광역시,서구,9.0,6.0,서구_현지인외지인맛집_최종.csv,대전광역시,서구,
0149693bcbc2f7969b93d4908da6d438,부산에뜬고등어해운대점,한식,부산광역시,해운대구,39.0,51.0,해운대구_현지인외지인맛집_최종.csv,부산광역시,해운대구,
014a8f8275e1a7adbdfcf55c6caec3d1,진원,한식,충청북도,단양군,89.0,,단양군_현지인외지인맛집_최종.csv,충청북도,단양군,
014c4f31361c84478fcbe7c0ee251334,고집돌우럭제주공항점,전문음식,제주특별자치도,제주시,,25.0,제주시_현지인외지인맛집_최종.csv,제주특별자치도,제주시,
015003c37aa6d705efe3e12ee9003dff,삼천포대게도매직판장,전문음식,경상북도,영덕군,,98.0,영덕군_현지인외지인맛집_최종.csv,경상북도,영덕군,
0154c25fd6f4d937b69b7f5aef60b400,용식이삼겹,한식,전라남도,구례군,59.0,91.0,구례군_현지인외지인맛집_최종.csv,전라남도,구례군,
01566f1939d2e0db5601631dbe8bc62b,찬앤찬막창,전문음식,대구광역시,북구,20.0,2.0,북구_현지인외지인맛집_최종.csv,대구광역시,북구,
015c71ac67b346487bf108350d0a4cc2,추오정남원추어탕검단점,한식,인천광역시,검단구,21.0,25.0,검단구_현지인외지인맛집_최종.csv,인천광역시,검단구,
0162342cc766e13a2e5d0dd4b0333e7a,가라스시방서점,외국식,충청북도,청주시 상당구,87.0,,청주시+상당구_현지인외지인맛집_최종.csv,충청북도,청주시,상당구
0169c15882c9e31ea5645fdbb94695e6,통일냉면,한식,경상남도,창녕군,51.0,54.0,창녕군_현지인외지인맛집_최종.csv,경상남도,창녕군,
016fa4f21bdb940e2505e313cfb6975f,동순관[중식],외국식,경상북도,포항시 남구,89.0,,포항시+남구_현지인외지인맛집_최종.csv,경상북도,포항시,남구
016fab952a3a628b3b6bac81568db704,상일회관검단신도시점,한식,인천광역시,검단구,46.0,61.0,검단구_현지인외지인맛집_최종.csv,인천광역시,검단구,
01729a4002075afd56c20145101aeb8c,전장군숯불갈비작동점,한식,경기도,부천시 오정구,46.0,40.0,부천시+오정구_현지인외지인맛집_최종.csv,경기도,부천시,오정구
0175e15520f22ef064dba4c60a2a8677,계룡산묵사랑,한식,충청남도,공주시,69.0,92.0,공주시_현지인외지인맛집_최종.csv,충청남도,공주시,
0176967a57c972ab64304410b5cea008,수라청,한식,전북특별자치도,부안군,55.0,91.0,부안군_현지인외지인맛집_최종.csv,전북특별자치도,부안군,
0177cee6ee59239f53d840f3aea85212,원소리막국수,한식,강원특별자치도,홍천군,39.0,18.0,홍천군_현지인외지인맛집_최종.csv,강원특별자치도,홍천군,
01781858a74db056470f60ebff2d9556,진심왕돈까스화순점,전문음식,전라남도,화순군,71.0,51.0,화순군_현지인외지인맛집_최종.csv,전라남도,화순군,
017dd0721ef4d1711459cc1d226e99d8,남원어시장,전문음식,전북특별자치도,남원시,91.0,,남원시_현지인외지인맛집_최종.csv,전북특별자치도,남원시,
017e78026e9f42d0f019954925fe42ac,농부의밥상,전문음식,충청남도,서천군,20.0,28.0,서천군_현지인외지인맛집_최종.csv,충청남도,서천군,
0181b94d4873f007445f9ec0fc186961,현대옥아중점,한식,전북특별자치도,전주시 덕진구,87.0,52.0,전주시+덕진구_현지인외지인맛집_최종.csv,전북특별자치도,전주시,덕진구
0181c1cc5e3e82159f2997e48010f4c9,오그란이단팥빵,간이음식,강원특별자치도,영월군,19.0,21.0,영월군_현지인외지인맛집_최종.csv,강원특별자치도,영월군,
0181fedeb6faa3c6a4dbeeea8f9b1491,엘몽끄,카페/찻집,경기도,안양시 만안구,94.0,,안양시+만안구_현지인외지인맛집_최종.csv,경기도,안양시,만안구
0183a746d4657b999185afd91c50e897,영선불고기,한식,부산광역시,영도구,63.0,74.0,영도구_현지인외지인맛집_최종.csv,부산광역시,영도구,
0186ec4a503990846cd4254019115a07,다미정,한식,경기도,광주시,24.0,93.0,광주시_현지인외지인맛집_최종.csv,경기도,광주시,
019aa17e2b801e42bf84cbb2a9dd0d96,메리클리프,카페/찻집,경상남도,거제시,29.0,63.0,거제시_현지인외지인맛집_최종.csv,경상남도,거제시,
019bf74f378e4e8ceeccfb19126b33db,남도추어탕운서점,한식,인천광역시,영종구,57.0,,영종구_현지인외지인맛집_최종.csv,인천광역시,영종구,
01a220fb46bb9ed7256ddb6154115b0f,카페마마,카페/찻집,전북특별자치도,김제시,73.0,47.0,김제시_현지인외지인맛집_최종.csv,전북특별자치도,김제시,
01a24ec7d19eafa60228d425677fde71,산들다헌,카페/찻집,전북특별자치도,남원시,90.0,45.0,남원시_현지인외지인맛집_최종.csv,전북특별자치도,남원시,
01a618d5c2c3655cf4dc7d760cb8efa1,커피단월,카페/찻집,충청북도,충주시,4.0,7.0,충주시_현지인외지인맛집_최종.csv,충청북도,충주시,
01a6a37dc8f9e8319fe39a1301bd0960,핸즈커피남구미IC점,카페/찻집,경상북도,칠곡군,7.0,18.0,칠곡군_현지인외지인맛집_최종.csv,경상북도,칠곡군,
01a7ac996de070ec16ed4bc07df27aa4,단풍나무,한식,충청북도,청주시 서원구,18.0,16.0,청주시+서원구_현지인외지인맛집_최종.csv,충청북도,청주시,서원구
01ad7f4ff5f9323439ac9c5925e3693f,밀양부산집,한식,경상남도,밀양시,50.0,20.0,밀양시_현지인외지인맛집_최종.csv,경상남도,밀양시,
01adf319ee491fd3528d9b24c75aaf09,이대포땔나무집본점,한식,광주광역시,북구,76.0,64.0,북구_현지인외지인맛집_최종.csv,광주광역시,북구,
01ae6fe60eedbd29a63e385654f76759,둔내민속촌,한식,강원특별자치도,횡성군,97.0,88.0,횡성군_현지인외지인맛집_최종.csv,강원특별자치도,횡성군,
01b6012dff805b56558239a572891b18,한우식당,전문음식,전라남도,구례군,92.0,90.0,구례군_현지인외지인맛집_최종.csv,전라남도,구례군,
01b7c40434816c0b08b1b70fb8ef0553,오학감자탕본점,한식,경기도,여주시,91.0,,여주시_현지인외지인맛집_최종.csv,경기도,여주시,
01b85b365a918f4ffd3b829dbfea5b1b,서로만나는사이서사,카페/찻집,광주광역시,남구,88.0,,남구_현지인외지인맛집_최종.csv,광주광역시,남구,
01b9a8e36a5988364f234ef13769a417,이박사가든,한식,대구광역시,군위군,56.0,49.0,군위군_현지인외지인맛집_최종.csv,대구광역시,군위군,
01bc6b6e125516bd224060af0285c21a,헤이데어,카페/찻집,경기도,의왕시,,82.0,의왕시_현지인외지인맛집_최종.csv,경기도,의왕시,
01bd0df93166f5338d5cf6a4263a6e24,변산명인바지락죽,간이음식,전북특별자치도,부안군,2.0,2.0,부안군_현지인외지인맛집_최종.csv,전북특별자치도,부안군,
01c1fcb555d115cf86252e6c63b27644,대복식당불고기가게,한식,경기도,광주시,67.0,13.0,광주시_현지인외지인맛집_최종.csv,경기도,광주시,
01c2d41adf58de1e6fde28fcf2d5b312,태백막국수,한식,강원특별자치도,태백시,29.0,30.0,태백시_현지인외지인맛집_최종.csv,강원특별자치도,태백시,
01c337413ba0c3c65934176e0f573a9f,용궁복어,전문음식,대구광역시,남구,56.0,74.0,남구_현지인외지인맛집_최종.csv,대구광역시,남구,
01c44f185efc4d076640e0e38c7239f5,르슈슈,전문음식,경기도,용인시 수지구,41.0,52.0,용인시+수지구_현지인외지인맛집_최종.csv,경기도,용인시,수지구
01cc08d68578a9badb341c0c055df8af,청담추어정능곡점,한식,경기도,고양시 덕양구,30.0,36.0,고양시+덕양구_현지인외지인맛집_최종.csv,경기도,고양시,덕양구
01d067342e08169d5222ed3861ff8919,갈매기샌드,카페/찻집,부산광역시,동구,,100.0,동구_현지인외지인맛집_최종.csv,부산광역시,동구,
01d09bd4bffa7760d2a53c12d560a8f5,금왕,한식,충청북도,제천시,86.0,53.0,제천시_현지인외지인맛집_최종.csv,충청북도,제천시,
01d35e871f7d8a573ca3b5a4befbd313,서박사칡냉면,한식,경상남도,진주시,,95.0,진주시_현지인외지인맛집_최종.csv,경상남도,진주시,
01d409651a9251b3ddfabb15c94a8745,양구농사꾼,카페/찻집,강원특별자치도,양구군,10.0,12.0,양구군_현지인외지인맛집_최종.csv,강원특별자치도,양구군,
01d5157260534d142dc6e2404f01eed3,안민옥샤브칼국수,한식,경상남도,창원시 성산구,35.0,45.0,창원시+성산구_현지인외지인맛집_최종.csv,경상남도,창원시,성산구
01d635cfec524c4ab3e6b8ef02499433,청기와냉면본점,한식,대전광역시,대덕구,61.0,66.0,대덕구_현지인외지인맛집_최종.csv,대전광역시,대덕구,
01d8e336d86167cd3618215b7c0b6c97,언양닭칼국수장현점,한식,울산광역시,중구,60.0,,중구_현지인외지인맛집_최종.csv,울산광역시,중구,
01d96f2c1f7df82708ffaaa440bab058,오이아카페,카페/찻집,경상북도,포항시 남구,23.0,6.0,포항시+남구_현지인외지인맛집_최종.csv,경상북도,포항시,남구
01e308b70cf9bf218e1ee8f6dfed6650,밀밀세하점,카페/찻집,광주광역시,서구,94.0,89.0,서구_현지인외지인맛집_최종.csv,광주광역시,서구,
01e37c9b42dd76270f637d94fc050553,툇마루,전문음식,부산광역시,북구,16.0,17.0,북구_현지인외지인맛집_최종.csv,부산광역시,북구,
01e7d58544caa1c3cdd1c036d41e47aa,양씨네왕순대,한식,경기도,부천시 오정구,21.0,78.0,부천시+오정구_현지인외지인맛집_최종.csv,경기도,부천시,오정구
01e8982223a61be2bea1a3460c6c4d46,호박추어탕경산직영점,한식,경상북도,경산시,37.0,60.0,경산시_현지인외지인맛집_최종.csv,경상북도,경산시,
01e955fb2f8e5ae06cf4395a5fd448ad,로터스커피,카페/찻집,경상남도,진주시,49.0,28.0,진주시_현지인외지인맛집_최종.csv,경상남도,진주시,
01ee856ebae41f8779a45d838df2dba8,배말칼국수김밥거제학동점,한식,경상남도,거제시,,41.0,거제시_현지인외지인맛집_최종.csv,경상남도,거제시,
01f1c7a6ed297ad3c0e8a1507f230ce4,문수정,한식,강원특별자치도,영월군,,91.0,영월군_현지인외지인맛집_최종.csv,강원특별자치도,영월군,
01f2f775066c4900a3fd6063167e335e,듀퍼커피,카페/찻집,경상남도,함양군,97.0,90.0,함양군_현지인외지인맛집_최종.csv,경상남도,함양군,
01f93312c29a12562e52bf371d8faab6,착한낙지양산점,전문음식,경상남도,양산시,74.0,,양산시_현지인외지인맛집_최종.csv,경상남도,양산시,
01ff342b1272c1f867e9d8e79ff9527a,스카이워크,카페/찻집,경상북도,울진군,87.0,54.0,울진군_현지인외지인맛집_최종.csv,경상북도,울진군,
0203238031f759e546d98ee324ccb5cb,유씨네본가누룽지삼계탕공주점,한식,충청남도,공주시,76.0,,공주시_현지인외지인맛집_최종.csv,충청남도,공주시,
02075631538244cb6b4f3cf96ab52455,숲속의정원화성남양본점,한식,경기도,화성시 만세구,90.0,,화성시+만세구_현지인외지인맛집_최종.csv,경기도,화성시,만세구
02086b54babd058d8a42acd86a8d2871,고흥장어미가,전문음식,경기도,안양시 동안구,,99.0,안양시+동안구_현지인외지인맛집_최종.csv,경기도,안양시,동안구
020d2cf3653323ed6468a2fc1124f383,커피인터뷰동학사점,카페/찻집,충청남도,공주시,,49.0,공주시_현지인외지인맛집_최종.csv,충청남도,공주시,
0226a9b65dcb804c0cea47cf835fa599,더본감자탕정읍점,한식,전북특별자치도,정읍시,32.0,45.0,정읍시_현지인외지인맛집_최종.csv,전북특별자치도,정읍시,
02295514b6c795aa74608880b52e26d4,란향[중식],외국식,전북특별자치도,군산시,12.0,54.0,군산시_현지인외지인맛집_최종.csv,전북특별자치도,군산시,
0229c4343ad050b8cf75dd547d9de95d,모산재식당,한식,경상남도,합천군,25.0,22.0,합천군_현지인외지인맛집_최종.csv,경상남도,합천군,
022ea9351b1e2626a1fcbd01ddef6714,에이바우트상모사곡점,카페/찻집,경상북도,구미시,94.0,,구미시_현지인외지인맛집_최종.csv,경상북도,구미시,
022f282762c01b08fa9f4c59981996ad,행운집,한식,전북특별자치도,임실군,86.0,75.0,임실군_현지인외지인맛집_최종.csv,전북특별자치도,임실군,
023054d779b3350745cd80022a0e829a,수라전통육개장강화본점,한식,인천광역시,강화군,25.0,27.0,강화군_현지인외지인맛집_최종.csv,인천광역시,강화군,
0231311eb85b1cf597ed8634d467f43a,전주식당[한식],한식,전북특별자치도,무주군,67.0,65.0,무주군_현지인외지인맛집_최종.csv,전북특별자치도,무주군,
024532549354ae77e07074d2f70d15af,그린플래그커피,카페/찻집,경기도,의왕시,20.0,5.0,의왕시_현지인외지인맛집_최종.csv,경기도,의왕시,
0245ba13509735e2b176fc0ece2038d6,반월가든,한식,경기도,안산시 상록구,31.0,28.0,안산시+상록구_현지인외지인맛집_최종.csv,경기도,안산시,상록구
02462f3b530c0f41ff89951bbd30110f,별고을한우,한식,경상북도,성주군,7.0,8.0,성주군_현지인외지인맛집_최종.csv,경상북도,성주군,
024cf67a74fc324b9d64ceef4f82046f,서소문족발상남본점,전문음식,경상남도,창원시 성산구,56.0,75.0,창원시+성산구_현지인외지인맛집_최종.csv,경상남도,창원시,성산구
024fa67ce25bcab393736ac66302400f,그린테이블,전문음식,전북특별자치도,남원시,7.0,29.0,남원시_현지인외지인맛집_최종.csv,전북특별자치도,남원시,
0251ee2b3472de58fc816fb3caa39edd,세밀베이커리,카페/찻집,경상북도,김천시,33.0,83.0,김천시_현지인외지인맛집_최종.csv,경상북도,김천시,
02529806ea0ff2740cd10bf9776e6903,본푸드,전문음식,경기도,동두천시,95.0,,동두천시_현지인외지인맛집_최종.csv,경기도,동두천시,
02576450b1c54cf976f7973d5e25fedd,은성쌈밥,한식,경상남도,남해군,20.0,19.0,남해군_현지인외지인맛집_최종.csv,경상남도,남해군,
0258e9612abf84f92681a333d303a198,칠갑산두메산골,한식,충청남도,청양군,36.0,29.0,청양군_현지인외지인맛집_최종.csv,충청남도,청양군,
025a1cd05227048fe2d603b88fada2a7,이천옹심이메밀칼국수,한식,경기도,이천시,66.0,100.0,이천시_현지인외지인맛집_최종.csv,경기도,이천시,
025e2a515562a4140fdb16c26b83a9a4,우렁이쌈밥,한식,충청북도,보은군,20.0,17.0,보은군_현지인외지인맛집_최종.csv,충청북도,보은군,
