시도,시군구,데이터개월수,시작년월,종료년월,데이터구분,신뢰도,최근월방문자수,최근3개월평균방문자수,직전3개월평균방문자수,최근3개월증가율,월평균추세기울기,상대추세기울기,최근3개월전년대비증감률,최근증가점수,장기추세점수,전년대비성장점수,로컬발견가능성,최근월증가율,최근월전년대비증감률,단기증가점수,단기전년대비점수,단기임시점수
경기도,고양시+일산동구,2,202607,202608,2개월,낮음,4490734.0,,,,,,,,,,,2.0459713540832283,-6.4,27.024634139899494,76.84729064039408,51.94
경기도,고양시+일산서구,2,202607,202608,2개월,낮음,3668077.0,,,,,,,,,,,0.9036852179204264,-1.5,24.232083464891964,80.87027914614123,52.55
경기도,과천시,2,202607,202608,2개월,낮음,1710062.0,,,,,,,,,,,-0.9296631904474167,-4.6,19.750090579545482,78.32512315270937,49.04
경기도,광명시,2,202607,202608,2개월,낮음,4065285.0,,,,,,,,,,,4.234869696317036,2.0,32.375841118267914,83.74384236453201,58.06
경기도,광주시,2,202607,202608,2개월,낮음,3994536.0,,,,,,,,,,,1.4604380247282347,-3.1,25.59317888331863,79.55665024630542,52.57
경기도,구리시,2,202607,202608,2개월,낮음,4107638.0,,,,,,,,,,,3.4984970230221304,-3.4,30.57562842132093,79.31034482758619,54.94
경기도,군포시,2,202607,202608,2개월,낮음,2139722.0,,,,,,,,,,,0.027487759065117003,-1.8,22.090040654685307,80.623973727422,51.36
경기도,김포시,2,202607,202608,2개월,낮음,4564704.0,,,,,,,,,,,3.2116622948662377,0.5,29.874402617759937,82.51231527093597,56.19
경기도,남양주시,2,202607,202608,2개월,낮음,6434306.0,,,,,,,,,,,4.751493215734183,-1.2,33.63883233579198,81.11658456486043,57.38
경기도,동두천시,2,202607,202608,2개월,낮음,892224.0,,,,,,,,,,,7.801308756294886,-0.5,41.09472642118375,81.6912972085386,61.39
경기도,부천시,2,202607,202608,2개월,낮음,8824106.0,,,,,,,,,,,0.235329825820488,-1.1,22.598152839047795,81.19868637110017,51.9
경기도,부천시+소사구,2,202607,202608,2개월,낮음,2454781.0,,,,,,,,,,,-0.19284219222906546,-2.2,21.551399297907732,80.29556650246306,50.92
경기도,부천시+오정구,2,202607,202608,2개월,낮음,1546573.0,,,,,,,,,,,-4.635900838350529,-11.9,10.689439208814795,72.33169129720854,41.51
경기도,부천시+원미구,2,202607,202608,2개월,낮음,5643872.0,,,,,,,,,,,1.9260192471895663,1.8,26.731386829554193,83.57963875205255,55.16
경기도,성남시,2,202607,202608,2개월,낮음,12719196.0,,,,,,,,,,,0.5657179209475027,1.1,23.405853702126382,83.00492610837438,53.21
경기도,성남시+분당구,2,202607,202608,2개월,낮음,7826836.0,,,,,,,,,,,-0.6456454664801824,3.7,20.44442964369899,85.13957307060755,52.79
경기도,성남시+수정구,2,202607,202608,2개월,낮음,3803912.0,,,,,,,,,,,2.880921773801162,-1.0,29.065840177831152,81.2807881773399,55.17
경기도,성남시+중원구,2,202607,202608,2개월,낮음,2006095.0,,,,,,,,,,,1.1956256907686822,-3.6,24.945791299299426,79.14614121510674,52.05
