시도,시군구,데이터개월수,시작년월,종료년월,데이터구분,신뢰도,최근월방문자수,최근3개월평균방문자수,직전3개월평균방문자수,최근3개월증가율,월평균추세기울기,상대추세기울기,최근3개월전년대비증감률,최근증가점수,장기추세점수,전년대비성장점수,로컬발견가능성,최근월증가율,최근월전년대비증감률,단기증가점수,단기전년대비점수,단기임시점수
경기도,수원시,2,202607,202608,2개월,낮음,17119179.0,,,,,,,,,,,3.004339025197682,1.5,29.367558738342343,83.33333333333334,56.35
경기도,수원시+권선구,2,202607,202608,2개월,낮음,4487102.0,,,,,,,,,,,4.350311404297219,4.0,32.658061841550975,85.38587848932677,59.02
경기도,수원시+영통구,2,202607,202608,2개월,낮음,5116335.0,,,,,,,,,,,1.1893719351971581,0.9,24.930502722479908,82.84072249589491,53.89
경기도,수원시+장안구,2,202607,202608,2개월,낮음,3950342.0,,,,,,,,,,,2.28169409391184,-2.5,27.60090629744689,80.04926108374384,53.83
경기도,수원시+팔달구,2,202607,202608,2개월,낮음,6734298.0,,,,,,,,,,,5.63452260767374,3.1,35.797577195285626,84.64696223316913,60.22
경기도,시흥시,2,202607,202608,2개월,낮음,5067629.0,,,,,,,,,,,5.082417354549315,0.9,34.44784366663839,82.84072249589491,58.64
경기도,안산시,2,202607,202608,2개월,낮음,6997214.0,,,,,,,,,,,3.7303845571128225,-2.0,31.142524638783648,80.45977011494253,55.8
경기도,안산시+단원구,2,202607,202608,2개월,낮음,4951842.0,,,,,,,,,,,4.655987413828304,-1.6,33.40534898767456,80.78817733990148,57.1
경기도,안산시+상록구,2,202607,202608,2개월,낮음,2461914.0,,,,,,,,,,,2.1759845676501692,-2.4,27.34247787082832,80.13136288998358,53.74
경기도,안성시,2,202607,202608,2개월,낮음,3270491.0,,,,,,,,,,,4.306443958533729,4.0,32.550818952576414,85.38587848932677,58.97
경기도,안양시,2,202607,202608,2개월,낮음,6252326.0,,,,,,,,,,,1.1934441979300123,4.0,24.940458196579982,85.38587848932677,55.16
